Genome,Feature Type,Start,End,Length,Strand,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa ,CDS,380072,381241,1170,+,389,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,381260,382534,1275,+,424,,Fatty acid desaturase,
Pseudomonas aeruginosa ,CDS,382551,383174,624,+,207,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,38304,39887,1584,-,527,,"2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)","GO:0047533|2,5-dioxovalerate dehydrogenase (NADP+) activity"
Pseudomonas aeruginosa ,CDS,383200,385629,2430,+,809,,Protein related to penicillin acylase,
Pseudomonas aeruginosa ,CDS,385626,386363,738,+,245,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,386360,386749,390,+,129,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,386838,387461,624,+,207,,Uncharacterized glutathione S-transferase-like protein,
Pseudomonas aeruginosa ,CDS,387475,387858,384,-,127,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,388027,388314,288,+,95,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,388688,390097,1410,+,469,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,390081,390749,669,+,222,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,390753,393119,2367,-,788,,DNA polymerase II (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity
Pseudomonas aeruginosa ,CDS,393185,393718,534,-,177,,"Acetyltransferase, GNAT family",
Pseudomonas aeruginosa ,CDS,393804,394355,552,+,183,,"Transcriptional regulator, Xre-family with cupin domain",
Pseudomonas aeruginosa ,CDS,394352,394750,399,-,132,,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),GO:0008137|NADH dehydrogenase (ubiquinone) activity
Pseudomonas aeruginosa ,CDS,394763,395086,324,-,107,,small multidrug resistance family (SMR) protein,
Pseudomonas aeruginosa ,CDS,395417,395878,462,+,153,,"Uncharacterized aldehyde oxidase, 2Fe-2S subunit",
Pseudomonas aeruginosa ,CDS,395883,398078,2196,+,731,,"Uncharacterized aldehyde oxidase, molybdopterin-binding subunit",
Pseudomonas aeruginosa ,CDS,398236,398790,555,+,184,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,398879,399457,579,+,192,,"Hydrolase, HAD superfamily",
Pseudomonas aeruginosa ,CDS,399566,400753,1188,-,395,,"Type I secretion system, membrane fusion protein LapC",
Pseudomonas aeruginosa ,CDS,40016,41011,996,-,331,,Uncharacterized protein GguC,
Pseudomonas aeruginosa ,CDS,400743,402914,2172,-,723,,"Type I secretion system ATPase, LssB family LapB",
Pseudomonas aeruginosa ,CDS,402904,404181,1278,-,425,,"Type I secretion system, outer membrane component LapE",
Pseudomonas aeruginosa ,CDS,404181,410591,6411,-,2136,,T1SS secreted agglutinin RTX,
Pseudomonas aeruginosa ,CDS,4045,5007,963,-,320,,FIG002465: BNR repeat protein,
Pseudomonas aeruginosa ,CDS,41039,42214,1176,-,391,,L-lyxonate dehydratase,
Pseudomonas aeruginosa ,CDS,411091,412113,1023,+,340,,Magnesium and cobalt transport protein CorA,
Pseudomonas aeruginosa ,CDS,412174,412965,792,+,263,,STAPHYLOLYTIC protease PREPROENZYME LASA,
Pseudomonas aeruginosa ,CDS,413080,414336,1257,-,418,,LasA protease precursor,
Pseudomonas aeruginosa ,CDS,414618,415043,426,-,141,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,415326,415565,240,-,79,,Acyl carrier protein,
Pseudomonas aeruginosa ,CDS,415733,418063,2331,-,776,,General secretion pathway protein D / Type II secretion outermembrane pore forming protein (PulD),
Pseudomonas aeruginosa ,CDS,418050,418577,528,-,175,,General secretion pathway protein C,
Pseudomonas aeruginosa ,CDS,418719,418928,210,-,69,,FIG00956944: hypothetical protein,
Pseudomonas aeruginosa ,CDS,419018,421294,2277,-,758,,DinG family ATP-dependent helicase CPE1197,
Pseudomonas aeruginosa ,CDS,421287,422966,1680,-,559,,"Hypothetical protein, restriction endonuclease-like VRR-NUC domain",
Pseudomonas aeruginosa ,CDS,42245,43567,1323,-,440,,L-lyxonate transporter,
Pseudomonas aeruginosa ,CDS,423100,423750,651,+,216,,"Transcriptional regulator, AcrR family",
Pseudomonas aeruginosa ,CDS,423867,424622,756,+,251,,"Molybdenum ABC transporter, substrate-binding protein ModA",
Pseudomonas aeruginosa ,CDS,424635,425321,687,+,228,,Molybdenum ABC transporter permease protein ModB,
Pseudomonas aeruginosa ,CDS,425323,426408,1086,+,361,,Molybdenum ABC transporter ATP-binding protein ModC,
Pseudomonas aeruginosa ,CDS,426430,427257,828,-,275,,Tetracenomycin polyketide synthesis O-methyltransferase TcmP,
Pseudomonas aeruginosa ,CDS,427343,428230,888,+,295,,"Transcriptional regulator PA1859, LysR family",
Pseudomonas aeruginosa ,CDS,428239,429066,828,+,275,,"Aminoglycoside 6-phosphotransferase, putative",
Pseudomonas aeruginosa ,CDS,429063,429170,108,+,35,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,429182,430105,924,+,307,,Inner membrane protein YedI,
Pseudomonas aeruginosa ,CDS,430452,431894,1443,+,480,,Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1),GO:0004129|cytochrome-c oxidase activity
Pseudomonas aeruginosa ,CDS,431897,432118,222,+,73,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,432210,433367,1158,+,385,,CBS domain protein,
Pseudomonas aeruginosa ,CDS,433355,434218,864,-,287,,"Transcriptional regulator PA1853, LysR family",
Pseudomonas aeruginosa ,CDS,434503,434778,276,+,91,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,434828,436033,1206,-,401,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,436061,436273,213,+,70,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,436283,437287,1005,+,334,,"Transcriptional regulator, AraC family",
Pseudomonas aeruginosa ,CDS,437310,437552,243,+,80,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,43753,45003,1251,-,416,,"Outer membrane low permeability porin, OprD family => OccK9/OpdG",
Pseudomonas aeruginosa ,CDS,437557,438726,1170,+,389,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,438785,439369,585,-,194,,[4Fe-4S] cluster carrier protein NfuA,
Pseudomonas aeruginosa ,CDS,439492,441780,2289,-,762,,cis/trans isomerase,
Pseudomonas aeruginosa ,CDS,442142,442660,519,+,172,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,442702,443166,465,+,154,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,443439,447143,3705,+,1234,,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),GO:0008705|methionine synthase activity
Pseudomonas aeruginosa ,CDS,447158,447520,363,+,120,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,447572,448057,486,-,161,,"FIG042921: similarity to aminoacyl-tRNA editing enzymes YbaK, ProX",
Pseudomonas aeruginosa ,CDS,448083,448445,363,-,120,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,448483,449523,1041,+,346,,Probable RNA methyltransferase PA1839,
Pseudomonas aeruginosa ,CDS,449588,449815,228,+,75,,Uncharacterized membrane protein SO_0290,
Pseudomonas aeruginosa ,CDS,449840,449956,117,-,38,,FIG00958972: hypothetical protein,
Pseudomonas aeruginosa ,CDS,450013,450204,192,-,63,,FIG00956360: hypothetical protein,
Pseudomonas aeruginosa ,CDS,450226,451884,1659,+,552,,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),GO:0004783|sulfite reductase (NADPH) activity
Pseudomonas aeruginosa ,CDS,45176,46189,1014,-,337,,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262),GO:0050570|4-hydroxythreonine-4-phosphate dehydrogenase activity
Pseudomonas aeruginosa ,CDS,451868,452365,498,+,165,,Oxidoreductase probably involved in sulfite reduction,
Pseudomonas aeruginosa ,CDS,452430,453011,582,-,193,,"Transcriptional regulator, AcrR family",
Pseudomonas aeruginosa ,CDS,453134,453571,438,+,145,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,453666,454541,876,+,291,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,454528,455520,993,-,330,,Acryloyl-CoA reductase AcuI/YhdH (EC 1.3.1.84),GO:0043957|acryloyl-CoA reductase (NADP+) activity
Pseudomonas aeruginosa ,CDS,455579,456604,1026,-,341,,Putative protease,
Pseudomonas aeruginosa ,CDS,456838,457548,711,+,236,,"Fructose-2,6-bisphosphatase",
Pseudomonas aeruginosa ,CDS,457609,457923,315,+,104,,Putative sterol carrier protein,
Pseudomonas aeruginosa ,CDS,458181,459251,1071,+,356,,"acyl-CoA dehydrogenase, putative phosphotransferase",
Pseudomonas aeruginosa ,CDS,459276,460043,768,+,255,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
Pseudomonas aeruginosa ,CDS,460204,460413,210,-,69,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
Pseudomonas aeruginosa ,CDS,460442,460741,300,+,99,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,460738,461382,645,-,214,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,461483,462262,780,+,259,,FIG011065: hypothetical protein,
Pseudomonas aeruginosa ,CDS,46186,47145,960,-,319,,amidohydrolase 2,
Pseudomonas aeruginosa ,CDS,462230,463066,837,-,278,,"NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA",GO:0000210|NAD+ diphosphatase activity
Pseudomonas aeruginosa ,CDS,463066,464754,1689,-,562,,FOG: CheY-like receiver,
Pseudomonas aeruginosa ,CDS,464794,465606,813,-,270,,Enoyl-CoA hydratase/isomerase family protein,
Pseudomonas aeruginosa ,CDS,465830,467332,1503,+,500,,Na+ or Li+/H+ antiporter NhaB,
Pseudomonas aeruginosa ,CDS,467316,468671,1356,-,451,,Lysine/cadaverine antiporter membrane protein CadB,
Pseudomonas aeruginosa ,CDS,468695,470950,2256,-,751,,"Lysine decarboxylase, inducible (EC 4.1.1.18)",GO:0008923|lysine decarboxylase activity
Pseudomonas aeruginosa ,CDS,471144,471533,390,+,129,,Ketosteroid isomerase-related protein,
Pseudomonas aeruginosa ,CDS,47138,48463,1326,-,441,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,471561,472301,741,-,246,,DNA polymerase III epsilon subunit (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity
Pseudomonas aeruginosa ,CDS,472366,472812,447,-,148,,Ribonuclease HI (EC 3.1.26.4),GO:0004523|RNA-DNA hybrid ribonuclease activity
Pseudomonas aeruginosa ,CDS,472815,473576,762,-,253,,FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-),"GO:0000179|rRNA (adenine-N6,N6-)-dimethyltransferase activity;GO:0000179|protein C-terminal carboxyl O-methyltransferase activity;GO:0000179|tRNA (guanine-N2-)-methyltransferase activity;GO:0000179|C-methyltransferase activity;GO:0000179|N-methyltransferase activity;GO:0000179|O-methyltransferase activity;GO:0000179|S-methyltransferase activity;GO:0000179|RNA methyltransferase activity;GO:0000179|mRNA methyltransferase activity;GO:0000179|tRNA methyltransferase activity;GO:0000179|protein methyltransferase activity;GO:0000179|2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity;GO:0000179|rRNA methyltransferase activity;GO:0000179|rRNA (uridine-2'-O-)-methyltransferase activity;GO:0000179|rRNA (adenine-N6-)-methyltransferase activity;GO:0000179|DNA-methyltransferase activity;GO:0000179|tRNA (guanine-N1-)-methyltransferase activity;GO:0000179|rRNA (cytosine-C5-)-methyltransferase activity;GO:0000179|selenocysteine methyltransferase activity;GO:0000179|arginine N-methyltransferase activity;GO:0000179|protein-arginine N-methyltransferase activity;GO:0000179|lysine N-methyltransferase activity;GO:0000179|protein-lysine N-methyltransferase activity;GO:0000179|tRNA (uracil) methyltransferase activity;GO:0000179|tRNA (guanine) methyltransferase activity;GO:0000179|tRNA (adenine) methyltransferase activity;GO:0000179|tRNA (cytosine) methyltransferase activity;GO:0000179|tRNA (cytosine-5-)-methyltransferase activity;GO:0000179|tRNA (adenine-N1-)-methyltransferase activity;GO:0000179|rRNA (adenine) methyltransferase activity;GO:0000179|rRNA (cytosine) methyltransferase activity;GO:0000179|rRNA (guanine) methyltransferase activity;GO:0000179|rRNA (uridine) methyltransferase activity;GO:0000179|protein C-terminal leucine carboxyl O-methyltransferase activity;GO:0000179|1-phenanthrol methyltransferase activity;GO:0000179|protein-arginine N5-methyltransferase activity;GO:0000179|methylarsonite methyltransferase activity;GO:0000179|dimethylarsinite methyltransferase activity;GO:0000179|4,5-dihydroxybenzo(a)pyrene methyltransferase activity;GO:0000179|1-hydroxypyrene methyltransferase activity;GO:0000179|1-hydroxy-6-methoxypyrene methyltransferase activity;GO:0000179|demethylmenaquinone methyltransferase activity;GO:0000179|cobalt-precorrin-6B C5-methyltransferase activity;GO:0000179|cobalt-precorrin-7 C15-methyltransferase activity;GO:0000179|cobalt-precorrin-5B C1-methyltransferase activity;GO:0000179|cobalt-precorrin-3 C17-methyltransferase activity;GO:0000179|dimethylamine methyltransferase activity;GO:0000179|hydroxyneurosporene-O-methyltransferase activity;GO:0000179|tRNA (adenine-57, 58-N(1)-) methyltransferase activity;GO:0000179|methylamine-specific methylcobalamin:coenzyme M methyltransferase activity;GO:0000179|trimethylamine methyltransferase activity;GO:0000179|methanol-specific methylcobalamin:coenzyme M methyltransferase activity;GO:0000179|monomethylamine methyltransferase activity;GO:0000179|P-methyltransferase activity;GO:0000179|Se-methyltransferase activity;GO:0000179|2-phytyl-1,4-naphthoquinone methyltransferase activity;GO:0000179|tRNA (uracil-2'-O-)-methyltransferase activity;GO:0000179|tRNA (cytosine-2'-O-)-methyltransferase activity;GO:0000179|phosphomethylethanolamine N-methyltransferase activity;GO:0000179|tRNA (cytosine-3-)-methyltransferase activity;GO:0000179|rRNA (cytosine-2'-O-)-methyltransferase activity;GO:0000179|rRNA (cytosine-N4-)-methyltransferase activity;GO:0000179|trihydroxyferuloyl spermidine O-methyltransferase activity"
Pseudomonas aeruginosa ,CDS,473678,474454,777,+,258,,Hydroxyacylglutathione hydrolase (EC 3.1.2.6),GO:0004416|hydroxyacylglutathione hydrolase activity
Pseudomonas aeruginosa ,CDS,474532,476136,1605,+,534,,Membrane-bound lytic murein transglycosylase D,
Pseudomonas aeruginosa ,CDS,476327,478156,1830,+,609,,ABC transporter periplasmic substrate-binding protein PA1811,
Pseudomonas aeruginosa ,CDS,478153,480000,1848,+,615,,ABC transporter periplasmic substrate-binding protein PA1810,
Pseudomonas aeruginosa ,CDS,480007,481089,1083,+,360,,ABC transporter premease protein PA1809,
Pseudomonas aeruginosa ,CDS,481094,482113,1020,+,339,,"ABC transporter, permease protein 2 PA1808",
Pseudomonas aeruginosa ,CDS,482115,483725,1611,+,536,,"ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)",
Pseudomonas aeruginosa ,CDS,483747,484544,798,+,265,,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),GO:0004318|enoyl-[acyl-carrier-protein] reductase (NADH) activity
Pseudomonas aeruginosa ,CDS,484643,486508,1866,-,621,,Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8),GO:0003755|peptidyl-prolyl cis-trans isomerase activity
Pseudomonas aeruginosa ,CDS,486740,487012,273,-,90,,DNA-binding protein HU-beta,
Pseudomonas aeruginosa ,CDS,487148,489544,2397,-,798,,ATP-dependent protease La (EC 3.4.21.53) Type I,
Pseudomonas aeruginosa ,CDS,48730,49743,1014,+,337,,Tripartite tricarboxylate transporter TctC family,
Pseudomonas aeruginosa ,CDS,489676,490956,1281,-,426,,ATP-dependent Clp protease ATP-binding subunit ClpX,
Pseudomonas aeruginosa ,CDS,491061,491702,642,-,213,,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92),
Pseudomonas aeruginosa ,CDS,491796,493106,1311,-,436,,Cell division trigger factor (EC 5.2.1.8),GO:0003755|peptidyl-prolyl cis-trans isomerase activity
Pseudomonas aeruginosa ,CDS,493119,493331,213,+,70,,FIG00961140: hypothetical protein,
Pseudomonas aeruginosa ,CDS,493338,494045,708,+,235,,Two-component transcriptional response regulator ParR,
Pseudomonas aeruginosa ,CDS,494046,495332,1287,+,428,,Sensory histidine kinase ParS,
Pseudomonas aeruginosa ,CDS,495437,497275,1839,+,612,,Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,
Pseudomonas aeruginosa ,CDS,497272,497388,117,+,38,,FIG00957180: hypothetical protein,
Pseudomonas aeruginosa ,CDS,497562,497783,222,-,73,,FIG00955622: hypothetical protein,
Pseudomonas aeruginosa ,CDS,49771,50301,531,+,176,,Tripartite tricarboxylate transporter TctB family,
Pseudomonas aeruginosa ,CDS,498614,499468,855,+,284,,Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5),GO:0004477|methenyltetrahydrofolate cyclohydrolase activity;GO:0004488|methylenetetrahydrofolate dehydrogenase (NADP+) activity
Pseudomonas aeruginosa ,CDS,499526,500908,1383,-,460,,Cysteinyl-tRNA synthetase (EC 6.1.1.16),GO:0004817|cysteine-tRNA ligase activity
Pseudomonas aeruginosa ,CDS,500918,502588,1671,-,556,,Glutaminyl-tRNA synthetase (EC 6.1.1.18),GO:0004819|glutamine-tRNA ligase activity
Pseudomonas aeruginosa ,CDS,5018,7420,2403,-,800,,"Exporter protein, RND family",
Pseudomonas aeruginosa ,CDS,502711,503208,498,+,165,,Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8),GO:0003755|peptidyl-prolyl cis-trans isomerase activity
Pseudomonas aeruginosa ,CDS,50298,51818,1521,+,506,,Tripartite tricarboxylate transporter TctA family,
Pseudomonas aeruginosa ,CDS,503213,503935,723,+,240,,"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)",
Pseudomonas aeruginosa ,CDS,504069,505400,1332,+,443,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,505449,506060,612,-,203,,tRNA-(ms[2]io[6]A)-hydroxylase,
Pseudomonas aeruginosa ,CDS,506239,507102,864,+,287,,Universal stress protein family 7,
Pseudomonas aeruginosa ,CDS,507158,507625,468,-,155,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,508007,510616,2610,+,869,,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99),GO:0003994|aconitate hydratase activity;GO:0047456|2-methylisocitrate dehydratase activity
Pseudomonas aeruginosa ,CDS,510794,512002,1209,+,402,,"Nitrate ABC transporter, substrate-binding protein",
Pseudomonas aeruginosa ,CDS,512019,512597,579,+,192,,Response regulator NasT,
Pseudomonas aeruginosa ,CDS,512827,513522,696,+,231,,"lyase, putative",
Pseudomonas aeruginosa ,CDS,513693,513824,132,-,43,,FIG00964155: hypothetical protein,
Pseudomonas aeruginosa ,CDS,513876,515087,1212,+,403,,Nitrate transporter NasA,
Pseudomonas aeruginosa ,CDS,515090,516757,1668,+,555,,Putative serine/threonine protein kinase,
Pseudomonas aeruginosa ,CDS,516821,516973,153,-,50,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,517025,519475,2451,+,816,,Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4),GO:0008942|nitrite reductase [NAD(P)H] activity
Pseudomonas aeruginosa ,CDS,51886,52833,948,+,315,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,519528,519854,327,+,108,,Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4),GO:0008942|nitrite reductase [NAD(P)H] activity
Pseudomonas aeruginosa ,CDS,519881,522607,2727,+,908,,Assimilatory nitrate reductase large subunit (EC 1.7.99.4),GO:0008940|nitrate reductase activity
Pseudomonas aeruginosa ,CDS,522619,523356,738,+,245,,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),GO:0004851|uroporphyrin-III C-methyltransferase activity
Pseudomonas aeruginosa ,CDS,523425,524477,1053,-,350,,Nonspecific porin and structural outer membrane protein OprF,
Pseudomonas aeruginosa ,CDS,524586,525083,498,-,165,,RNA polymerase ECF-type sigma factor,
Pseudomonas aeruginosa ,CDS,525248,526072,825,-,274,,Small-conductance mechanosensitive channel,
Pseudomonas aeruginosa ,CDS,526075,526323,249,-,82,,CrfX protein,
Pseudomonas aeruginosa ,CDS,526378,527376,999,-,332,,Magnesium and cobalt transport protein CorA,
Pseudomonas aeruginosa ,CDS,527564,528052,489,-,162,,Ribonuclease E inhibitor RraA,
Pseudomonas aeruginosa ,CDS,528159,529169,1011,-,336,,Esterase/lipase/thioesterase family protein,
Pseudomonas aeruginosa ,CDS,52915,53391,477,+,158,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,529239,531614,2376,-,791,,Phosphoenolpyruvate synthase (EC 2.7.9.2),"GO:0008986|pyruvate, water dikinase activity"
Pseudomonas aeruginosa ,CDS,531786,532604,819,+,272,,Phosphoenolpyruvate synthase regulatory protein,
Pseudomonas aeruginosa ,CDS,532895,533434,540,+,179,,FIG008443: hypothetical protein,
Pseudomonas aeruginosa ,CDS,533440,534966,1527,+,508,,FIG139976: hypothetical protein,
Pseudomonas aeruginosa ,CDS,534970,535953,984,+,327,,FIG002781: Alpha-L-glutamate ligase family protein,
Pseudomonas aeruginosa ,CDS,536010,537200,1191,-,396,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,53689,54495,807,+,268,,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,537211,538809,1599,-,532,,Long-chain fatty acid transport protein,
Pseudomonas aeruginosa ,CDS,538829,539854,1026,-,341,,FIG00973752: TolA-like membrane protein,
Pseudomonas aeruginosa ,CDS,539895,540656,762,-,253,,Bacteriocin resistance protein; peptidase C39,
Pseudomonas aeruginosa ,CDS,540735,541172,438,-,145,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,541404,544127,2724,-,907,,Transcriptional regulator,
Pseudomonas aeruginosa ,CDS,544130,546700,2571,-,856,,Transcriptional regulator,
Pseudomonas aeruginosa ,CDS,54576,55292,717,+,238,,"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,547087,548361,1275,+,424,,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",GO:0046820|4-amino-4-deoxychorismate synthase activity
Pseudomonas aeruginosa ,CDS,548404,549021,618,-,205,,Homoserine kinase (EC 2.7.1.39) @ Phosphoserine phosphatase (EC 3.1.3.3),GO:0004413|homoserine kinase activity;GO:0004647|phosphoserine phosphatase activity
Pseudomonas aeruginosa ,CDS,549225,549959,735,+,244,,Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10),GO:0043866|adenylyl-sulfate reductase (thioredoxin) activity
Pseudomonas aeruginosa ,CDS,550024,550371,348,+,115,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,550428,551402,975,-,324,,Cys regulon transcriptional activator CysB,
Pseudomonas aeruginosa ,CDS,551534,552031,498,-,165,,Universal stress protein UspA and related nucleotide-binding proteins,
Pseudomonas aeruginosa ,CDS,552194,553141,948,-,315,,2-dehydropantoate 2-reductase (EC 1.1.1.169),GO:0008677|2-dehydropantoate 2-reductase activity
Pseudomonas aeruginosa ,CDS,55294,55971,678,+,225,,"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,553141,553521,381,-,126,,Thiol-disulfide isomerase and thioredoxins,
Pseudomonas aeruginosa ,CDS,553836,554912,1077,+,358,,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54),GO:0003849|3-deoxy-7-phosphoheptulonate synthase activity
Pseudomonas aeruginosa ,CDS,554970,555254,285,-,94,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,555641,556330,690,+,229,,Enoyl-CoA hydratase/isomerase family protein,
Pseudomonas aeruginosa ,CDS,556480,556668,189,+,62,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,556740,557246,507,-,168,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,557467,557955,489,+,162,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,558110,558328,219,+,72,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,558356,558595,240,+,79,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,558653,559375,723,-,240,,"Glutamine amidotransferase, class I",
Pseudomonas aeruginosa ,CDS,559620,559991,372,+,123,,Glutaredoxin,
Pseudomonas aeruginosa ,CDS,55987,56871,885,-,294,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,560000,560998,999,-,332,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,561021,561992,972,-,323,,"Uncharacterized oxidoreductase, YajO family",
Pseudomonas aeruginosa ,CDS,562143,563057,915,+,304,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,563443,565587,2145,-,714,,Enoyl-CoA hydratase (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3),GO:0004300|enoyl-CoA hydratase activity;GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity;GO:0008692|3-hydroxybutyryl-CoA epimerase activity
Pseudomonas aeruginosa ,CDS,565601,566806,1206,-,401,,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),GO:0003988|acetyl-CoA C-acyltransferase activity;GO:0003985|acetyl-CoA C-acetyltransferase activity
Pseudomonas aeruginosa ,CDS,567238,567339,102,+,33,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,567378,568265,888,-,295,,Auxin efflux carrier family protein,
Pseudomonas aeruginosa ,CDS,568378,569199,822,+,273,,"Cytochrome c, mono- and diheme variants",
Pseudomonas aeruginosa ,CDS,569207,569938,732,-,243,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,56996,58591,1596,-,531,,Rtn protein,
Pseudomonas aeruginosa ,CDS,570020,570820,801,-,266,,"Protein containing transglutaminase-like domain, putative cysteine protease",
Pseudomonas aeruginosa ,CDS,570817,571770,954,-,317,,Protein containing domains DUF403,
Pseudomonas aeruginosa ,CDS,571773,573185,1413,-,470,,"Protein containing domains DUF404, DUF407",
Pseudomonas aeruginosa ,CDS,573535,574233,699,-,232,,"Glutamine amidotransferase, class I",
Pseudomonas aeruginosa ,CDS,574331,574672,342,-,113,,"Superfamily II DNA/RNA helicases, SNF2 family",
Pseudomonas aeruginosa ,CDS,575025,577082,2058,+,685,,Sensory box/GGDEF family protein,
Pseudomonas aeruginosa ,CDS,577253,579547,2295,+,764,,Periplasmic beta-glucosidase (EC 3.2.1.21),GO:0008422|beta-glucosidase activity
Pseudomonas aeruginosa ,CDS,579650,580294,645,-,214,,Type III secretion cytoplasmic protein (YscL),
Pseudomonas aeruginosa ,CDS,580273,580893,621,-,206,,Type III secretion cytoplasmic protein (YscK),
Pseudomonas aeruginosa ,CDS,580902,581636,735,-,244,,"Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",
Pseudomonas aeruginosa ,CDS,581645,581983,339,-,112,,Type III secretion cytoplasmic protein (YscI),
Pseudomonas aeruginosa ,CDS,581983,582414,432,-,143,,"Type III secretion effector protein (YopR, encoded by YscH)",
Pseudomonas aeruginosa ,CDS,582411,582758,348,-,115,,Type III secretion spans bacterial envelope protein (YscG),
Pseudomonas aeruginosa ,CDS,582761,583018,258,-,85,,Type III secretion cytoplasmic protein (YscF),
